circuito,subcircuito,distrito,zona,canton,codigo_canton,provincia,codigo_provincia
FLOR DE BASTIÓN,FLOR DE BASTIÓN 6,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
SAMANES,SAMANES 2,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
GUAYACANES,GUAYACANES 5,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
CATARAMA,CATARAMA 1,PUEBLOVIEJO,ZONA 5,URDANETA,1206,LOS RÍOS,12
SAN LORENZO,SAN LORENZO 1,GUARANDA,ZONA 5,GUARANDA,201,BOLÍVAR,2
SIGCHOS,SIGCHOS 1,SIGCHOS,ZONA 3,SIGCHOS,507,COTOPAXI,5
MIÑARICA,MIÑARICA 1,AMBATO SUR,ZONA 3,AMBATO,1801,TUNGURAHUA,18
AZOGUES ORIENTE,AZOGUES ORIENTE 1,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
PATATE,PATATE 1,PATATE,ZONA 3,PATATE,1805,TUNGURAHUA,18
ROCAFUERTE,ROCAFUERTE 1,ROCAFUERTE,ZONA 4,ROCAFUERTE,1312,MANABÍ,13
URDESA,URDESA 4,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
GUAYTACAMA,GUAYTACAMA 1,LATACUNGA,ZONA 3,LATACUNGA,501,COTOPAXI,5
ZAPOTAL,ZAPOTAL 1,VENTANAS,ZONA 5,VENTANAS,1207,LOS RÍOS,12
NANEGAL,NANEGAL 1,NANEGAL,ZONA 9,QUITO,1701,PICHINCHA,17
JAMBELI CENTRO,JAMBELI CENTRO 2,MACHALA,ZONA 7,MACHALA,701,EL ORO,7
SAN JUAN,SAN JUAN 1,PUEBLOVIEJO,ZONA 5,PUEBLOVIEJO,1204,LOS RÍOS,12
GALERAS,GALERAS 1,ATACAMES,ZONA 1,MUISNE,803,ESMERALDAS,8
VERNAZA,VERNAZA 1,SALITRE,ZONA 5,SALITRE,919,GUAYAS,9
GUANAZAN,GUANAZAN 1,ZARUMA,ZONA 7,ZARUMA,713,EL ORO,7
PANECILLO,PANECILLO 4,MANUELA SÁENZ,ZONA 9,QUITO,1701,PICHINCHA,17
CARIAMANGA OESTE,CARIAMANGA OESTE 1,CALVAS,ZONA 7,CALVAS,1102,LOJA,11
LEONIDAS PROAÑO,LEONIDAS PROAÑO 1,MANTA,ZONA 4,MONTECRISTI,1309,MANABÍ,13
MARTHA DE ROLDÓS,MARTHA DE ROLDÓS 4,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
SAN ROQUE,SAN ROQUE 1,PIÑAS,ZONA 7,PIÑAS,710,EL ORO,7
PINDAL,PINDAL 1,SABANILLA,ZONA 7,PINDAL,1114,LOJA,11
SABANA,SABANA 2,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
LA ARGELIA,LA ARGELIA 1,LOJA,ZONA 7,LOJA,1101,LOJA,11
LA UNIÓN,LA UNIÓN 2,QUININDÉ,ZONA 1,QUININDÉ,804,ESMERALDAS,8
PACTO,PACTO 1,NANEGAL,ZONA 9,QUITO,1701,PICHINCHA,17
BARRAGANETE,BARRAGANETE 1,PICHINCHA,ZONA 4,PICHINCHA,1311,MANABÍ,13
PIMOCHA,PIMOCHA 1,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
DANZARÍN,DANZARÍN 1,ROCAFUERTE,ZONA 4,ROCAFUERTE,1312,MANABÍ,13
SANTIAGO DE QUITO,SANTIAGO DE QUITO 1,COLTA,ZONA 3,COLTA,603,CHIMBORAZO,6
ARGELIA,ARGELIA 7,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
CARCELÉN,CARCELÉN 3,LA DELICIA,ZONA 9,QUITO,1701,PICHINCHA,17
GUACHANAMA,GUACHANAMA 1,CATACOCHA,ZONA 7,PALTAS,1109,LOJA,11
CUBA,CUBA 2,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
LAS PILAS,LAS PILAS 1,MILAGRO,ZONA 5,MILAGRO,910,GUAYAS,9
SOLANDA,SOLANDA 1,ELOY ALFARO - DMQ,ZONA 9,QUITO,1701,PICHINCHA,17
PUERTO CAYO,PUERTO CAYO 1,JIPIJAPA,ZONA 4,JIPIJAPA,1306,MANABÍ,13
CENTENARIO,CENTENARIO 3,SUR - DMG,ZONA 8,GUAYAQUIL,901,GUAYAS,9
SANTA ROSA,SANTA ROSA 1,EL VALLE DE QUIJOS,ZONA 2,EL CHACO,1504,NAPO,15
PÍLLARO,PÍLLARO 2,PÍLLARO,ZONA 3,SANTIAGO DE PÍLLARO,1808,TUNGURAHUA,18
URBINA,URBINA 1,TULCÁN,ZONA 1,TULCÁN,401,CARCHI,4
SEVILLA DON BOSCO,SEVILLA DON BOSCO 2,MORONA,ZONA 6,MORONA,1401,MORONA SANTIAGO,14
EL DESVIO,EL DESVIO 1,PICHINCHA,ZONA 4,PICHINCHA,1311,MANABÍ,13
ATARAZANA,ATARAZANA 8,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
PUERTO AYORA,PUERTO AYORA 1,GALÁPAGOS,ZONA 5,SANTA CRUZ,2003,GALÁPAGOS,20
BELLAVISTA,BELLAVISTA 1,GALÁPAGOS,ZONA 5,SANTA CRUZ,2003,GALÁPAGOS,20
SEVILLA DE ORO,SEVILLA DE ORO 1,PAUTE,ZONA 6,SEVILLA DE ORO,113,AZUAY,1
PUEBLO VIEJO,PUEBLO VIEJO 1,PUEBLOVIEJO,ZONA 5,PUEBLOVIEJO,1204,LOS RÍOS,12
PUERTO PECHICHE,PUERTO PECHICHE 1,PUEBLOVIEJO,ZONA 5,PUEBLOVIEJO,1204,LOS RÍOS,12
MOLLETURO,MOLLETURO 1,CUENCA SUR,ZONA 6,CUENCA,101,AZUAY,1
PUERTO DEL MONO,PUERTO DEL MONO 1,EMPALME,ZONA 5,EL EMPALME,908,GUAYAS,9
PIMOCHA,PIMOCHA 2,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
GUAPAN,GUAPAN 1,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
PIJULLO,PIJULLO 1,PUEBLOVIEJO,ZONA 5,URDANETA,1206,LOS RÍOS,12
CASCALES,CASCALES 2,SUCUMBÍOS,ZONA 1,CASCALES,2106,SUCUMBÍOS,21
PUNA,PUNA 1,SUR - DMG,ZONA 8,GUAYAQUIL,901,GUAYAS,9
QUINGEO,QUINGEO 1,CUENCA SUR,ZONA 6,CUENCA,101,AZUAY,1
SAMBORONDÓN,SAMBORONDÓN 3,SAMBORONDÓN,ZONA 8,SAMBORONDÓN,916,GUAYAS,9
OCTAVIO CORDERO,OCTAVIO CORDERO 1,CUENCA NORTE,ZONA 6,CUENCA,101,AZUAY,1
SANTA MARTHA DE CUBA,SANTA MARTHA DE CUBA 1,TULCÁN,ZONA 1,TULCÁN,401,CARCHI,4
PUYO SUR,PUYO SUR 1,PASTAZA,ZONA 3,PASTAZA,1601,PASTAZA,16
NARANJAL SUR,NARANJAL SUR 2,NARANJAL BALAO,ZONA 5,NARANJAL,911,GUAYAS,9
UNIVERSIDAD,UNIVERSIDAD 2,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
MIRA,MIRA 1,ESPEJO,ZONA 1,MIRA,404,CARCHI,4
ALBORADA,ALBORADA 7,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
LIMONES,LIMONES 1,ZAPOTILLO,ZONA 7,ZAPOTILLO,1113,LOJA,11
CERRO NEGRO,CERRO NEGRO 1,GIRÓN,ZONA 6,PUCARÁ,106,AZUAY,1
JOYAGSHI,JOYAGSHI 1,ALAUSÍ,ZONA 3,CHUNCHI,605,CHIMBORAZO,6
LA RESERVA,LA RESERVA 1,BUENA FE,ZONA 5,BUENA FE,1210,LOS RÍOS,12
LA UNIÓN,LA UNIÓN 1,BABAHOYO,ZONA 5,BABAHOYO,1201,LOS RÍOS,12
LAS PALMAS,LAS PALMAS 1,ESMERALDAS,ZONA 1,ESMERALDAS,801,ESMERALDAS,8
MARCELINO MARIDUEÑA,MARCELINO MARIDUEÑA 1,NARANJITO MARCELINO MARIDUEÑA,ZONA 5,CORONEL MARCELINO MARIDUEÑA,923,GUAYAS,9
CAPIRO,CAPIRO 1,PIÑAS,ZONA 7,PIÑAS,710,EL ORO,7
CUBA,CUBA 1,MANTA,ZONA 4,MANTA,1308,MANABÍ,13
OLMEDO,OLMEDO 1,CATAMAYO,ZONA 7,OLMEDO,1116,LOJA,11
NAMBIJA,NAMBIJA 2,ZAMORA,ZONA 7,ZAMORA,1901,ZAMORA CHINCHIPE,19
LA BONITA,LA BONITA 1,SUCUMBÍOS,ZONA 1,SUCUMBÍOS,2105,SUCUMBÍOS,21
24 DE MAYO,24 DE MAYO 1,24 DE MAYO,ZONA 4,24 DE MAYO,1316,MANABÍ,13
JULIO MORENO,JULIO MORENO 1,SANTO DOMINGO ESTE,ZONA 4,SANTO DOMINGO,2301,STO DGO DE LOS TSÁCHILAS,23
ARAJUNO POBLADO,ARAJUNO POBLADO 1,ARAJUNO,ZONA 3,ARAJUNO,1604,PASTAZA,16
RIO NEGRO,RIO NEGRO 1,BAÑOS,ZONA 3,BAÑOS DE AGUA SANTA,1802,TUNGURAHUA,18
CRISTÓBAL COLON,CRISTÓBAL COLON 1,MONTÚFAR,ZONA 1,MONTÚFAR,405,CARCHI,4
SAN MIGUEL,SAN MIGUEL 1,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
NUEVO GUAYAQUIL,NUEVO GUAYAQUIL 3,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
KENNEDY,KENNEDY 3,MODELO,ZONA 8,GUAYAQUIL,901,GUAYAS,9
LAS NIEVES,LAS NIEVES 1,NABÓN,ZONA 6,NABÓN,104,AZUAY,1
CELICA,CELICA 1,SABANILLA,ZONA 7,CELICA,1104,LOJA,11
AZOGUES OESTE,AZOGUES OESTE 2,AZOGUES,ZONA 6,AZOGUES,301,CAÑAR,3
IÑAQUITO,IÑAQUITO 6,EUGENIO ESPEJO,ZONA 9,QUITO,1701,PICHINCHA,17
LINARES,LINARES 1,EL VALLE DE QUIJOS,ZONA 2,EL CHACO,1504,NAPO,15
MONTE SINAÍ,MONTE SINAÍ 1,NUEVA PROSPERINA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
ZHUD,ZHUD 1,CAÑAR,ZONA 6,CAÑAR,303,CAÑAR,3
SANTA CLARA,SANTA CLARA 1,PASTAZA,ZONA 3,SANTA CLARA,1603,PASTAZA,16
PATATE,PATATE 2,PATATE,ZONA 3,PATATE,1805,TUNGURAHUA,18
GUALAQUIZA,GUALAQUIZA 1,SUR - MORONA,ZONA 6,GUALAQUIZA,1402,MORONA SANTIAGO,14
LAS TOLAS,LAS TOLAS 1,TIERRA DEL SOL,ZONA 1,COTACACHI,1003,IMBABURA,10
CHITO,CHITO 1,CHINCHIPE,ZONA 7,CHINCHIPE,1902,ZAMORA CHINCHIPE,19
MAPASINGUE,MAPASINGUE 3,FLORIDA,ZONA 8,GUAYAQUIL,901,GUAYAS,9
BORBON,BORBON 3,ELOY ALFARO - ESM,ZONA 1,ELOY ALFARO,802,ESMERALDAS,8
MALDONADO,MALDONADO 3,NOROCCIDENTE,ZONA 2,PEDRO VICENTE MALDONADO,1708,PICHINCHA,17
MALVINAS NORTE,MALVINAS NORTE 2,ESTEROS,ZONA 8,GUAYAQUIL,901,GUAYAS,9
CEVALLOS,CEVALLOS 1,QUERO,ZONA 3,CEVALLOS,1803,TUNGURAHUA,18
LA MONTAÑA,LA MONTAÑA 1,VALLE DEL AMANECER,ZONA 1,OTAVALO,1004,IMBABURA,10
JIPIJAPA,JIPIJAPA 1,JIPIJAPA,ZONA 4,JIPIJAPA,1306,MANABÍ,13
CHAMBO,CHAMBO 2,RIOBAMBA,ZONA 3,CHAMBO,604,CHIMBORAZO,6
ALAJUELA,ALAJUELA 2,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
LUCERO,LUCERO 1,CALVAS,ZONA 7,CALVAS,1102,LOJA,11
ATAHUALPA,ATAHUALPA 1,PEDERNALES,ZONA 4,PEDERNALES,1317,MANABÍ,13
CAMILO PONCE,CAMILO PONCE 2,RIOBAMBA,ZONA 3,RIOBAMBA,601,CHIMBORAZO,6
MACARÁ,MACARÁ 1,MACARÁ,ZONA 7,MACARÁ,1108,LOJA,11
CATAMAYO NORTE,CATAMAYO NORTE 2,CATAMAYO,ZONA 7,CATAMAYO,1103,LOJA,11
MEJÍA,MEJÍA 1,PORTOVIEJO,ZONA 4,PORTOVIEJO,1301,MANABÍ,13
COSTA AZUL,COSTA AZUL 1,BUENA FE,ZONA 5,VALENCIA,1211,LOS RÍOS,12
PUELLARO,PUELLARO 1,LA DELICIA,ZONA 9,QUITO,1701,PICHINCHA,17
CHANGAIMINA,CHANGAIMINA 1,CALVAS,ZONA 7,GONZANAMÁ,1107,LOJA,11
SALINAS,SALINAS 1,CIUDAD BLANCA,ZONA 1,IBARRA,1001,IMBABURA,10
